9639,"HANIYA, Ismail Abdul Salah","individual","NS-PLC",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1962; POB Shati."
22391,"TRANSNEFT-DRUZHBA, AO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.druzhbamn.ru; Email Address androsovaeg@brn.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1023202736754 (Russia); Tax ID No. 3235002178 (Russia); Government Gazette Number 10453441 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
22392,"GIPROTRUBOPROVOD, AO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.gtp.transneft.ru; Email Address agafontsevaa@gtp.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027700002660 (Russia); Tax ID No. 7710022410 (Russia); Government Gazette Number 00148406 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
22393,"CHERNOMORTRANSNEFT, AO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.nvr.transneft.ru; Email Address fogela@nvr.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1022302384136 (Russia); Tax ID No. 2315072242 (Russia); Government Gazette Number 00139011 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
22394,"TSUP VSTO, OOO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website cupvsto.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1053801124519 (Russia); Tax ID No. 3801079270 (Russia); Government Gazette Number 77642401 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
22395,"TRANSNEFT-TSENTRALNAYA SIBIR, AO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website csib.tomsk.ru; Email Address bagamanovmn@tom.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027000867101 (Russia); Tax ID No. 7017004366 (Russia); Government Gazette Number 00139181 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
22396,"TRANSNEFT-SEVER, AO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.severnyemn.ru; Email Address post@uht.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1021100730353 (Russia); Tax ID No. 1102016594 (Russia); Government Gazette Number 00139672 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; a.k.a. 'JSC 'SMN''; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
22397,"TRANSNEFT-OKHRANA, OOO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Email Address babaevii@tno.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1147746651898 (Russia); Tax ID No. 7728881149 (Russia); Government Gazette Number 16983393 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
22398,"TRANSNEFT-PODVODSERVIS, AO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Email Address alexandrovan@vp.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1025201982520 (Russia); Tax ID No. 5250000820 (Russia); Government Gazette Number 04884421 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
22399,"TRANSNEFT-DIASKAN, AO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.diascan.ru; Email Address korotkovaa@ctd.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1025007389527 (Russia); Tax ID No. 5072703668 (Russia); Government Gazette Number 18024722 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
22400,"NPF TRANSNEFT, AO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website npf-transneft.ru; Email Address mail@npf-transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1157700011017 (Russia); Tax ID No. 9705044356 (Russia); Government Gazette Number 54769346 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
22401,"TRANSNEFT-METROLOGIYA, AO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website centermo.ru; Email Address chernyshovi@cmo.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1037739028491 (Russia); Tax ID No. 7723107453 (Russia); Government Gazette Number 42771562 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
22402,"TRANSNEFT-PRIKAME, AO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.szmn.ru; Email Address hanovat@kaz.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1021601763820 (Russia); Tax ID No. 1645000340 (Russia); Government Gazette Number 00139264 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
23552,"LENGIPRONEFTEKHIM OOO",-0- ,"UKRAINE-EO13662] [RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Email Address lgnch@lgnch.spb.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1057803105755 (Russia); Tax ID No. 7810327462 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
23554,"SURGUTMEBEL OOO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website http://surgutmebel.ru; Email Address realsbt@surgutneftegaz.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1028601679688 (Russia); Tax ID No. 8617013396 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
23557,"MEDIA-INVEST OOO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1077762407580 (Russia); Tax ID No. 7704667322 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
23559,"PSKOVNEFTEPRODUKT OOO",-0- ,"UKRAINE-EO13662] [RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website http://www.pskovnefteprodukt.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1026000970049 (Russia); Tax ID No. 6027042337 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
23562,"NOVGORODNEFTEPRODUCT OOO",-0- ,"UKRAINE-EO13662] [RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Email Address office@nnp.surgutneftegas.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1025300788644 (Russia); Tax ID No. 5321059365 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
23566,"SOVKHOZ CHERVISHEVSKI PAO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Email Address sovxoz@list.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027200789142 (Russia); Tax ID No. 7224019466 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
23568,"KINEF OOO",-0- ,"UKRAINE-EO13662] [RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website http://www.kinef.ru; Email Address kinef@kinef.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1024701478735 (Russia); Tax ID No. 4708007089 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
23569,"KALININGRADNEFTEPRODUKT OOO",-0- ,"UKRAINE-EO13662] [RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Email Address knp@baltnet.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1023900589240 (Russia); Tax ID No. 3900000136 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
23570,"SO TVERNEFTEPRODUKT OOO",-0- ,"UKRAINE-EO13662] [RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.tvernefteproduct.ru; Email Address tnp@dep.tvcom.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1026900510647 (Russia); Tax ID No. 6905041501 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
23571,"STRAKHOVOVE OBSHCHESTVO SURGUTNEFTEGAZ OOO",-0- ,"UKRAINE-EO13662",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.sngi.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1028600581811 (Russia); Tax ID No. 8602103061 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
23572,"KIRISHIAVTOSERVIS OOO",-0- ,"UKRAINE-EO13662] [RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.kirishiavtoservis.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1057807804064 (Russia); Tax ID No. 7840016802 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
23577,"JOINT STOCK COMPANY SURGUTNEFTEGASBANK",-0- ,"UKRAINE-EO13662] [RUSSIA-EO14024",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.sngb.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Nationality of Registration Russia; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1028600001792 (Russia); Tax ID No. 8602190258 (Russia); For more information, please reference the following link: http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/OFAC-Recent-Actions.aspx; Linked To: SURGUTNEFTEGAS."
27016,"PRESIDENCY OF DEFENSE INDUSTRIES",-0- ,"CAATSA - RUSSIA",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"CAATSA Section 235 Information: EXPORT SANCTIONS Sec. 235(a)(2); alt. CAATSA Section 235 Information: LOANS FROM UNITED STATES FINANCIAL INSTITUTIONS. Sec. 235(a)(3); alt. CAATSA Section 235 Information: LOANS FROM INTERNATIONAL FINANCIAL INSTITUTIONS. Sec. 235(a)(4); alt. CAATSA Section 235 Information: SANCTIONS ON PRINCIPAL EXECUTIVE OFFICERS. Sec 235(a)(12); alt. CAATSA Section 235 Information: EXPORT-IMPORT BANK ASSISTANCE FOR EXPORTS TO SANCTIONED PERSONS. Sec. 235(a)(1); a.k.a. 'SSB'; a.k.a. 'SSM'."
28603,"TNK TRADING INTERNATIONAL S.A.",-0- ,"UKRAINE-EO13662] [VENEZUELA-EO13850",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Executive Order 13662 Directive Determination - Subject to Directive 2; alt. Executive Order 13662 Directive Determination - Subject to Directive 4; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; V.A.T. Number CHE-267.936.404 (Switzerland); Business Registration Number CH-660.0.559.011-2 (Switzerland); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OPEN JOINT-STOCK COMPANY ROSNEFT OIL COMPANY."
30882,"CHINA TELECOM CORPORATION LIMITED",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker CHA US; alt. Equity Ticker CHA RU; alt. Equity Ticker ZCHA DE; alt. Equity Ticker CHA AR; alt. Equity Ticker K3ED SG; alt. Equity Ticker 0728 HK; alt. Equity Ticker ZCH DE; Issuer Name China Telecom Corporation Limited; alt. Issuer Name China Telecom Corp Ltd; alt. Issuer Name China Telecom Co., Ltd; alt. Issuer Name China Telecom Corporation Limited.Co.Ltd; ISIN US1694261033; alt. ISIN CNE1000002V2; alt. ISIN CND100020NC4; alt. ISIN CND1000248G3; alt. ISIN CND10003ND87; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 9111000071093019X7 (China); Linked To: CHINA TELECOMMUNICATIONS CORPORATION."
30902,"AERO ENGINE CORPORATION OF CHINA",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Target Type State-Owned Enterprise; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000MA005UCQ5P (China); a.k.a. 'AECC'."
30923,"CHINA MOBILE LIMITED",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker CHL US; alt. Equity Ticker 941 HK; alt. Equity Ticker CHL RU; alt. Equity Ticker CTMA DE; alt. Equity Ticker K3PD SG; alt. Equity Ticker CTM DE; alt. Equity Ticker C1HL34 BR; alt. Equity Ticker CHL AR; Issuer Name China Mobile Limited; alt. Issuer Name China Mobile Ltd; ISIN US16941M1099; alt. ISIN HK0941009539; alt. ISIN BRC1HLBDR003; alt. ISIN ARDEUT111812; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Linked To: CHINA MOBILE COMMUNICATIONS GROUP CO., LTD."
30924,"CHINA UNICOM (HONG KONG) LIMITED",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker CHU US; alt. Equity Ticker 762 HK; alt. Equity Ticker XCIA DE; alt. Equity Ticker K3ID SG; alt. Equity Ticker XCI DE; Issuer Name China Unicom (Hong Kong) Limited; ISIN US16945R1041; alt. ISIN HK0000049939; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Linked To: CHINA UNITED NETWORK COMMUNICATIONS GROUP CO., LTD."
30925,"AVIATION INDUSTRY CORPORATION OF CHINA, LTD.",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Issuer Name Aviation Industry Corporation of China, Ltd; ISIN CND10001WSL0; alt. ISIN CND10002HNP1; alt. ISIN CND10002DPC3; Target Type State-Owned Enterprise; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710935732K (China); a.k.a. 'AVIC'."
30926,"CNOOC LIMITED",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 00883 HK; alt. Equity Ticker CNU CA; alt. Equity Ticker NC2B DE; alt. Equity Ticker CEO US; Issuer Name CNOOC Limited; alt. Issuer Name CNOOC Ltd; ISIN HK0883013259; alt. ISIN US1261321095; alt. ISIN HK2998013240; alt. ISIN BRC1EODR004; alt. ISIN HK0883013259; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Company Number 0685974 (Hong Kong); Legal Entity Number 549300XIVJCBIGMRUD48; Linked To: CHINA NATIONAL OFFSHORE OIL CORPORATION."
30927,"CHINA ACADEMY OF LAUNCH VEHICLE TECHNOLOGY",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Target Type State-Owned Enterprise; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Business Registration Number 100000108000042 (China); a.k.a. 'CALT'."
30928,"CHINA AEROSPACE SCIENCE AND INDUSTRY CORPORATION LIMITED",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Issuer Name China Aerospace Science and Industry Corporation Limited; ISIN CND1000142N4; Target Type State-Owned Enterprise; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710925243K (China)."
30929,"CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Issuer Name China Aerospace Science and Technology Corporation; ISIN CND1000090Q8; alt. ISIN CND100006HP7; Target Type State-Owned Enterprise; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000100014071Q (China); a.k.a. 'CASC'."
30930,"CHINA COMMUNICATIONS CONSTRUCTION COMPANY LIMITED",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 601800 CN; alt. Equity Ticker 01800 HK; alt. Equity Ticker CYY DE; Issuer Name China Communications Construction Co. Ltd; alt. Issuer Name China Communications Construction Company Limited; alt. Issuer Name China Communications Construction Company Ltd; alt. Issuer Name China Communications Constr Co Ltd; ISIN CND10000GBD8; alt. ISIN CND10001TD67; alt. ISIN CND10002GB63; alt. ISIN CND10001TD75; alt. ISIN US1689261030; alt. ISIN CND10002G6P3; alt. ISIN CND10003TZ93; alt. ISIN CND100017CS9; alt. ISIN CND10001TD59; alt. ISIN CND10002K094; alt. ISIN CND10002H1Z2; alt. ISIN CND10003R421; alt. ISIN CND10002KKV9; alt. ISIN CND10002DZZ3; alt. ISIN CND10003KT58; alt. ISIN CND100043Z00; alt. ISIN CNE1000002F5; alt. ISIN CND10002G601; alt. ISIN CND10002GB71; alt. ISIN CNE100001FN5; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710934369E "
30932,"CHINA ELECTRONICS CORPORATION",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Issuer Name China Electronics Corporation; ISIN CND10000KG49; alt. ISIN CND10002F8S4; Target Type State-Owned Enterprise; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Legal Entity Number 300300PV91RY9GH3CT16; Unified Social Credit Code (USCC) 91110000100010249W (China); a.k.a. 'CEC'; Linked To: NANJING PANDA ELECTRONICS COMPANY LIMITED."
30933,"CHINA SOUTH INDUSTRIES GROUP CORPORATION",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Issuer Name China South Industries Group Co., Ltd.; alt. Issuer Name China South Industries Group Corporation; ISIN CND10000KTG5; alt. ISIN CND10000K5V9; alt. ISIN CND10000KTF7; alt. ISIN CND10000GGC9; alt. ISIN CND10000K0B2; alt. ISIN CND10000GGD7; alt. ISIN CND10000KTD2; alt. ISIN CND10000K5W7; alt. ISIN CND10001TRP9; alt. ISIN CND10001TRQ7; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710924929L (China); a.k.a. 'CSIGC'; a.k.a. 'CSGC'."
30934,"CHINA SPACESAT CO., LTD.",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Equity Ticker 600118 CN; Issuer Name China Spacesat Co., Ltd.; ISIN CNE000000SM3; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 911100001000274544 (China)."
30936,"CHINA ELECTRONICS TECHNOLOGY GROUP CORPORATION",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Target Type State-Owned Enterprise; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710929498G (China); a.k.a. 'CETC'."
30937,"CHINA GENERAL NUCLEAR POWER CORPORATION",-0- ,"CMIC-EO13959",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Issuer Name China General Nuclear Power Corporation; ISIN CND10003XXN0; alt. ISIN CND1000248C2; alt. ISIN CND10003GZY7; alt. ISIN CND1000363K2; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 9144030010001694XX (China); a.k.a. 'CGN'."
